ID	BlastType	SeqLength	HitAcc	HitDesc	Score	E-Value	PercentIdent	QueryStart	QueryEnd	HitStart	HitEnd
evm.model.HiC_scaffold_74.235	BLASTX1	684	XP_027223508.1	cysteine dioxygenase type 1-like [Penaeus vannamei]	638	1e-80	127/228 (55%)	1	684	1	195
evm.model.HiC_scaffold_74.236	No Hit Found										
evm.model.HiC_scaffold_74.237	BLASTX1	558	XP_042225725.1	solute carrier family 35 member C2-like isoform X6 [Homarus americanus]	863	2e-112	169/186 (90%)	1	558	135	320
evm.model.HiC_scaffold_74.238	BLASTX1	199	ACI94903.1	cytochrome P450 CYP379A1 [Carcinus maenas]	158	3e-10	35/90 (38%)	1	189	188	277
evm.model.HiC_scaffold_74.239	BLASTX1	215	XP_042880919.1	ketosamine-3-kinase-like [Penaeus japonicus]	197	1e-16	32/37 (86%)	105	215	141	177
evm.model.HiC_scaffold_74.24	BLASTX1	3384	XP_045116623.1	plasma membrane calcium-transporting ATPase 2-like isoform X7 [Portunus trituberculatus]	5242	0.0	1018/1163 (87%)	1	3384	1	1158
evm.model.HiC_scaffold_74.240	No Hit Found										
evm.model.HiC_scaffold_74.241	BLASTX1	275	KAG1681811.1	Adhesion G protein-coupled receptor L1 [Nymphon striatum]	197	4e-15	43/90 (47%)	4	273	2305	2393
evm.model.HiC_scaffold_74.242	BLASTX1	289	MPC08255.1	DNA-directed RNA polymerases I and III subunit RPAC1 [Portunus trituberculatus]	405	3e-46	80/94 (85%)	1	282	159	252
evm.model.HiC_scaffold_74.243	No Hit Found										
evm.model.HiC_scaffold_74.244	BLASTX1	2289	KAG0729540.1	Interleukin-1 receptor accessory protein-like 1-A [Chionoecetes opilio]	538	5e-55	140/347 (40%)	88	1086	39	377
evm.model.HiC_scaffold_74.245	BLASTX1	867	AMK05616.1	transforming growth factor beta regulator 1-like protein [Penaeus monodon]	773	2e-98	164/231 (70%)	178	867	56	284
evm.model.HiC_scaffold_74.246	BLASTX1	3370	QGC85404.1	unc-13 4B-like protein, partial [Procambarus clarkii]	3139	0.0	643/1061 (60%)	340	3369	1532	2574
evm.model.HiC_scaffold_74.247	BLASTX1	652	XP_045136236.1	mucin-2-like [Portunus trituberculatus]	227	2e-17	55/118 (46%)	268	606	576	693
evm.model.HiC_scaffold_74.248	No Hit Found										
evm.model.HiC_scaffold_74.249	BLASTX1	1234	XP_042236152.1	uncharacterized protein LOC121875623 isoform X1 [Homarus americanus]	638	2e-69	153/315 (48%)	211	1125	364	672
evm.model.HiC_scaffold_74.25	BLASTN1	1782	CP062021.1	Macrobrachium nipponense isolate FS-2020 chromosome 25	123	3e-19	123/164 (75%)	72	235	71247014	71247177
evm.model.HiC_scaffold_74.250	BLASTX1	363	XP_042232614.1	uncharacterized protein LOC121873259 isoform X3 [Homarus americanus]	378	5e-39	74/107 (69%)	1	315	1561	1667
evm.model.HiC_scaffold_74.251	No Hit Found										
evm.model.HiC_scaffold_74.252	BLASTX1	471	KAG0721008.1	Beta-mannosidase [Chionoecetes opilio]	356	6e-36	77/186 (41%)	46	471	276	460
evm.model.HiC_scaffold_74.253	No Hit Found										
evm.model.HiC_scaffold_74.254	No Hit Found										
evm.model.HiC_scaffold_74.255	BLASTX1	612	XP_042862094.1	procollagen C-endopeptidase enhancer 1-like [Penaeus japonicus]	255	2e-22	44/75 (58%)	388	612	33	107
evm.model.HiC_scaffold_74.256	BLASTX1	1662	XP_027231229.1	sarcosine dehydrogenase, mitochondrial-like [Penaeus vannamei]	1175	2e-147	210/338 (62%)	643	1656	477	813
evm.model.HiC_scaffold_74.257	BLASTX1	1171	XP_042236134.1	uncharacterized protein LOC121875612 isoform X2 [Homarus americanus]	246	2e-18	62/125 (49%)	589	963	198	318
evm.model.HiC_scaffold_74.258	BLASTX1	475	XP_042218111.1	uncharacterized protein LOC121863504 [Homarus americanus]	288	5e-28	53/86 (61%)	4	261	5	90
evm.model.HiC_scaffold_74.259	BLASTX1	903	XP_045136201.1	uncharacterized protein LOC123519079 [Portunus trituberculatus]	251	3e-20	77/134 (57%)	454	843	133	266
evm.model.HiC_scaffold_74.26	BLASTX1	2236	XP_044178588.1	nestin-like [Acropora millepora]	802	1e-87	169/755 (22%)	2	2218	153	907
evm.model.HiC_scaffold_74.260	BLASTX1	790	XP_045136193.1	uncharacterized protein LOC123519072 [Portunus trituberculatus]	793	2e-102	158/241 (65%)	64	786	23	262
evm.model.HiC_scaffold_74.261	BLASTX1	556	XP_040339687.1	integrin beta-2 isoform X2 [Puma yagouaroundi]	246	2e-20	48/90 (53%)	31	297	365	454
evm.model.HiC_scaffold_74.262	BLASTX1	375	XP_045136193.1	uncharacterized protein LOC123519072 [Portunus trituberculatus]	382	2e-42	72/123 (58%)	3	371	141	262
evm.model.HiC_scaffold_74.263	BLASTX1	1278	XP_042230877.1	protein TANC2-like isoform X6 [Homarus americanus]	839	1e-96	155/177 (87%)	748	1278	1005	1181
evm.model.HiC_scaffold_74.264	BLASTX1	580	XP_042230877.1	protein TANC2-like isoform X6 [Homarus americanus]	548	1e-60	110/135 (81%)	2	406	281	415
evm.model.HiC_scaffold_74.265	BLASTX1	947	XP_045125316.1	uncharacterized protein LOC123512796 [Portunus trituberculatus]	145	4e-06	45/69 (65%)	1	207	97	165
evm.model.HiC_scaffold_74.266	BLASTX2	582	CAC5412510.1	unnamed protein product [Mytilus coruscus]	169	9e-11	54/183 (29%)	82	570	6	182
evm.model.HiC_scaffold_74.267	BLASTX1	649	XP_037779992.1	uncharacterized protein LOC119576391 [Penaeus monodon]	367	1e-38	105/179 (58%)	115	648	68	240
evm.model.HiC_scaffold_74.268	BLASTX1	616	XP_037773894.1	uncharacterized protein LOC119570066 [Penaeus monodon]	417	7e-46	81/149 (54%)	1	447	175	317
evm.model.HiC_scaffold_74.269	No Hit Found										
evm.model.HiC_scaffold_74.27	BLASTX1	1218	XP_042222490.1	facilitated trehalose transporter Tret1-2 homolog [Homarus americanus]	826	4e-103	178/391 (45%)	1	1167	5	385
evm.model.HiC_scaffold_74.270	No Hit Found										
evm.model.HiC_scaffold_74.271	BLASTX1	1054	XP_042888681.1	serine/arginine repetitive matrix protein 1-like [Penaeus japonicus]	262	8e-21	99/200 (49%)	5	535	205	401
evm.model.HiC_scaffold_74.272	No Hit Found										
evm.model.HiC_scaffold_74.273	No Hit Found										
evm.model.HiC_scaffold_74.274	BLASTX1	393	XP_037780830.1	transient receptor potential cation channel trpm-like isoform X5 [Penaeus monodon]	362	6e-60	68/77 (88%)	2	232	78	154
evm.model.HiC_scaffold_74.275	BLASTX1	335	XP_030611782.1	uncharacterized protein LOC115798907 isoform X4 [Archocentrus centrarchus]	154	5e-09	32/93 (34%)	3	272	220	311
evm.model.HiC_scaffold_74.276	No Hit Found										
evm.model.HiC_scaffold_74.277	BLASTX1	5546	XP_042877785.1	Down syndrome cell adhesion molecule-like protein Dscam2 [Penaeus japonicus]	3322	0.0	743/1253 (59%)	822	4499	62	1285
evm.model.HiC_scaffold_74.278	No Hit Found										
evm.model.HiC_scaffold_74.279	BLASTN1	312	CP062009.1	Macrobrachium nipponense isolate FS-2020 chromosome 30	269	1e-59	189/224 (84%)	63	286	29794875	29795097
evm.model.HiC_scaffold_74.28	BLASTX1	1129	XP_042236280.1	facilitated trehalose transporter Tret1-2 homolog isoform X1 [Homarus americanus]	916	8e-116	178/332 (53%)	11	889	63	393
evm.model.HiC_scaffold_74.280	BLASTX1	242	XP_042234903.1	piggyBac transposable element-derived protein 4-like [Homarus americanus]	215	1e-17	39/78 (50%)	4	237	525	602
evm.model.HiC_scaffold_74.281	BLASTX1	1025	XP_045135389.1	protein grainyhead-like isoform X5 [Portunus trituberculatus]	1062	3e-135	240/340 (70%)	73	1023	444	732
evm.model.HiC_scaffold_74.282	No Hit Found										
evm.model.HiC_scaffold_74.283	BLASTX1	604	XP_034057156.1	uncharacterized protein LOC117536421 [Gymnodraco acuticeps]	765	1e-97	159/201 (79%)	1	603	1	201
evm.model.HiC_scaffold_74.284	BLASTX1	469	XP_013793837.1	uncharacterized protein LOC106477862, partial [Limulus polyphemus]	312	9e-33	60/154 (38%)	8	469	4	157
evm.model.HiC_scaffold_74.285	BLASTX1	1253	XP_037795045.1	cystinosin-like [Penaeus monodon]	187	2e-11	45/109 (41%)	847	1161	88	196
evm.model.HiC_scaffold_74.286	No Hit Found										
evm.model.HiC_scaffold_74.287	BLASTX1	219	MPC56610.1	NEDD4-like E3 ubiquitin-protein ligase WWP2 [Portunus trituberculatus]	372	3e-43	69/73 (94%)	1	219	82	154
evm.model.HiC_scaffold_74.288	BLASTX1	1256	XP_045135829.1	uncharacterized protein LOC123518851 isoform X5 [Portunus trituberculatus]	1029	3e-128	217/309 (70%)	1	765	474	782
evm.model.HiC_scaffold_74.289	BLASTX1	294	XP_045135822.1	nuclear receptor-binding factor 2-like isoform X1 [Portunus trituberculatus]	153	3e-09	32/41 (78%)	171	293	10	50
evm.model.HiC_scaffold_74.29	BLASTX1	446	XP_042875175.1	WSC domain-containing protein 1-like [Penaeus japonicus]	343	5e-36	61/121 (50%)	3	359	81	201
evm.model.HiC_scaffold_74.290	No Hit Found										
evm.model.HiC_scaffold_74.291	BLASTX1	252	XP_045195361.1	3-oxoacyl-[acyl-carrier-protein] reductase FabG-like isoform X2 [Mercenaria mercenaria]	145	2e-08	26/32 (81%)	1	96	124	155
evm.model.HiC_scaffold_74.292	BLASTX1	366	XP_037780382.1	zinc finger and BTB domain-containing protein 17-like [Penaeus monodon]	332	8e-33	59/90 (65%)	1	270	461	549
evm.model.HiC_scaffold_74.293	No Hit Found										
evm.model.HiC_scaffold_74.294	BLASTN1	153	XM_045261163.1	PREDICTED: Portunus trituberculatus collagen alpha-1(XVIII) chain-like (LOC123507881), mRNA	72	9e-07	72/96 (75%)	13	108	470	565
evm.model.HiC_scaffold_74.295	No Hit Found										
evm.model.HiC_scaffold_74.296	BLASTX1	1281	KAG7171479.1	Tyrosine-protein phosphatase non-receptor type 4-like 3 [Homarus americanus]	1083	6e-142	224/281 (79%)	487	1281	98	375
evm.model.HiC_scaffold_74.297	BLASTX1	456	XP_028129883.1	uncharacterized protein LOC114325933 [Diabrotica virgifera virgifera]	326	1e-31	63/155 (40%)	1	456	214	366
evm.model.HiC_scaffold_74.298	BLASTX2	582	CAC5412510.1	unnamed protein product [Mytilus coruscus]	173	2e-11	55/183 (30%)	82	570	6	182
evm.model.HiC_scaffold_74.299	BLASTX1	487	XP_042857347.1	chondroitin sulfate proteoglycan 4-like [Penaeus japonicus]	739	4e-93	128/159 (80%)	2	478	155	313
evm.model.HiC_scaffold_74.3	BLASTX1	378	ROT71378.1	transforming growth factor beta-1-like protein [Penaeus vannamei]	152	2e-08	31/72 (43%)	166	378	381	452
evm.model.HiC_scaffold_74.30	BLASTX1	537	TNN62228.1	Girdin [Liparis tanakae]	288	4e-27	83/159 (52%)	172	537	42	200
evm.model.HiC_scaffold_74.300	BLASTX1	455	XP_042237508.1	mediator of RNA polymerase II transcription subunit 27-like [Homarus americanus]	513	4e-63	113/152 (74%)	3	455	36	187
evm.model.HiC_scaffold_74.301	BLASTX1	899	XP_042240277.1	solute carrier family 35 member F5-like [Homarus americanus]	1243	7e-168	240/299 (80%)	1	897	142	440
evm.model.HiC_scaffold_74.302	BLASTX1	4263	XP_042209338.1	uncharacterized protein LOC121857375 isoform X3 [Homarus americanus]	2231	0.0	464/839 (55%)	1786	4263	1607	2420
evm.model.HiC_scaffold_74.303	BLASTX1	5658	XP_042232614.1	uncharacterized protein LOC121873259 isoform X3 [Homarus americanus]	3723	0.0	839/1278 (65%)	1	3714	344	1560
evm.model.HiC_scaffold_74.304	BLASTN1	426	XM_036973333.1	PREDICTED: Oncorhynchus mykiss zinc finger protein 271-like (LOC118948237), mRNA	70	1e-05	54/66 (81%)	164	221	595	660
evm.model.HiC_scaffold_74.305	No Hit Found										
evm.model.HiC_scaffold_74.306	No Hit Found										
evm.model.HiC_scaffold_74.307	BLASTX1	4690	KAG0719789.1	Chondroitin sulfate proteoglycan 4 [Chionoecetes opilio]	2504	0.0	527/823 (64%)	777	3167	923	1740
evm.model.HiC_scaffold_74.308	BLASTX1	1291	XP_045108830.1	phenylalanine--tRNA ligase beta subunit-like [Portunus trituberculatus]MPC24352.1 Phenylalanine--tRNA ligase beta subunit [Portunus trituberculatus]	1824	0.0	330/430 (76%)	2	1291	103	532
evm.model.HiC_scaffold_74.309	BLASTX1	1665	XP_027231229.1	sarcosine dehydrogenase, mitochondrial-like [Penaeus vannamei]	1901	0.0	338/555 (60%)	1	1665	262	815
evm.model.HiC_scaffold_74.31	No Hit Found										
evm.model.HiC_scaffold_74.310	BLASTX1	1303	KAG7177986.1	Folylpolyglutamate synthase-like [Homarus americanus]	1268	1e-166	276/424 (65%)	53	1303	169	582
evm.model.HiC_scaffold_74.311	BLASTX1	564	XP_045120388.1	lactosylceramide 4-alpha-galactosyltransferase-like [Portunus trituberculatus]	399	1e-42	64/141 (45%)	1	423	160	300
evm.model.HiC_scaffold_74.312	BLASTX1	340	XP_029630023.1	kinesin heavy chain-like [Salmo trutta]	217	2e-17	48/76 (63%)	112	339	1340	1415
evm.model.HiC_scaffold_74.313	BLASTX1	327	XP_045102503.1	ferritin-like [Portunus trituberculatus]AEK81609.1 ferritin [Portunus trituberculatus]	404	1e-47	86/109 (78%)	1	327	1	109
evm.model.HiC_scaffold_74.314	BLASTX1	757	KAG7156493.1	Cathepsin L-like 2 [Homarus americanus]	913	6e-121	168/256 (65%)	1	756	14	268
evm.model.HiC_scaffold_74.315	BLASTN1	441	LR132018.2	Betta splendens genome assembly, chromosome: 5	77	2e-07	96/133 (72%)	311	437	19313128	19313260
evm.model.HiC_scaffold_74.316	BLASTX1	453	XP_033122083.1	uncharacterized protein LOC117121088, partial [Anneissia japonica]	203	1e-15	43/110 (39%)	31	360	95	197
evm.model.HiC_scaffold_74.317	BLASTX1	425	XP_045135458.1	synaptic functional regulator FMR1-like isoform X4 [Portunus trituberculatus]	579	4e-68	115/141 (81%)	1	423	1	141
evm.model.HiC_scaffold_74.318	BLASTX1	846	XP_042230006.1	PDZ and LIM domain protein 3-like isoform X8 [Homarus americanus]	521	2e-59	141/211 (66%)	214	846	160	356
evm.model.HiC_scaffold_74.319	BLASTX1	647	XP_042209211.1	fragile X mental retardation syndrome-related protein 1-like [Homarus americanus]	908	6e-116	172/181 (95%)	2	544	222	402
evm.model.HiC_scaffold_74.32	BLASTX1	437	XP_045117029.1	neurotrimin-like [Portunus trituberculatus]XP_045117030.1 neurotrimin-like [Portunus trituberculatus]XP_045117031.1 neurotrimin-like [Portunus trituberculatus]	551	2e-67	113/180 (62%)	1	435	26	205
evm.model.HiC_scaffold_74.320	BLASTX1	257	XP_045136176.1	uncharacterized protein LOC123519065 isoform X1 [Portunus trituberculatus]XP_045136177.1 uncharacterized protein LOC123519065 isoform X1 [Portunus trituberculatus]	247	1e-22	52/83 (62%)	13	255	115	197
evm.model.HiC_scaffold_74.321	BLASTX1	820	XP_031763528.1	neurotrimin-like [Galleria mellonella]	670	4e-82	130/269 (48%)	97	732	43	311
evm.model.HiC_scaffold_74.322	BLASTX1	629	XP_037780661.1	peptidylglycine alpha-hydroxylating monooxygenase-like isoform X2 [Penaeus monodon]	791	4e-102	157/271 (57%)	1	627	13	283
evm.model.HiC_scaffold_74.323	No Hit Found										
evm.model.HiC_scaffold_74.324	BLASTX1	360	XP_042217487.1	cyclin-G-associated kinase-like isoform X3 [Homarus americanus]	327	4e-32	55/61 (90%)	178	360	1198	1258
evm.model.HiC_scaffold_74.325	BLASTX1	3319	KAG7171070.1	Tyrosine-protein phosphatase non-receptor type 7-like [Homarus americanus]	2053	0.0	414/519 (79%)	1796	3319	1153	1668
evm.model.HiC_scaffold_74.326	BLASTX1	582	XP_045167731.1	uncharacterized protein LOC123531017 [Mercenaria mercenaria]	138	2e-06	49/181 (27%)	10	486	8	188
evm.model.HiC_scaffold_74.327	BLASTX2	187	MPC67491.1	hypothetical protein [Portunus trituberculatus]	154	6e-10	32/62 (51%)	1	186	192	253
evm.model.HiC_scaffold_74.328	BLASTX1	1195	XP_028130118.1	inactive dipeptidyl peptidase 10, partial [Diabrotica virgifera virgifera]	166	5e-08	47/162 (29%)	1	474	692	849
evm.model.HiC_scaffold_74.329	BLASTX2	486	KAG0713759.1	hypothetical protein GWK47_015517 [Chionoecetes opilio]	244	2e-21	51/158 (32%)	1	468	1	156
evm.model.HiC_scaffold_74.33	BLASTX1	255	XP_042217498.1	tyrosine-protein phosphatase non-receptor type 4-like isoform X4 [Homarus americanus]	168	3e-11	30/41 (73%)	1	123	72	112
evm.model.HiC_scaffold_74.330	BLASTX1	833	XP_037780122.1	cuticle protein CP14.6-like [Penaeus monodon]	436	8e-50	84/110 (76%)	106	432	29	138
evm.model.HiC_scaffold_74.331	BLASTX1	218	XP_045135797.1	cuticle protein AMP1A-like [Portunus trituberculatus]	219	2e-20	39/54 (72%)	55	216	29	82
evm.model.HiC_scaffold_74.332	BLASTX1	248	XP_042218177.1	cuticle protein AMP1A-like [Homarus americanus]XP_042218178.1 cuticle protein AMP1A-like [Homarus americanus]	232	3e-22	45/58 (77%)	73	246	21	78
evm.model.HiC_scaffold_74.333	BLASTX1	293	XP_045135880.1	cuticle protein CP14.6-like [Portunus trituberculatus]	170	1e-12	31/51 (60%)	139	291	26	76
evm.model.HiC_scaffold_74.334	BLASTX1	212	ADI59751.1	early cuticle protein 3 [Callinectes sapidus]	171	3e-13	34/56 (60%)	43	210	23	78
evm.model.HiC_scaffold_74.335	BLASTX1	218	ADI59749.1	early cuticle protein 1 [Callinectes sapidus]	217	5e-20	42/56 (75%)	49	216	23	78
evm.model.HiC_scaffold_74.336	No Hit Found										
evm.model.HiC_scaffold_74.337	BLASTX1	318	XP_027228253.1	decapping and exoribonuclease protein-like isoform X2 [Penaeus vannamei]	254	2e-23	37/100 (37%)	19	318	147	246
evm.model.HiC_scaffold_74.338	BLASTX1	488	XP_045135962.1	cuticle protein AMP1A-like [Portunus trituberculatus]XP_045135963.1 cuticle protein AMP1A-like [Portunus trituberculatus]	330	9e-36	66/88 (75%)	156	419	24	111
evm.model.HiC_scaffold_74.339	BLASTX1	236	XP_045135853.1	cuticle protein AM1159-like [Portunus trituberculatus]	168	1e-12	36/56 (64%)	3	170	24	78
evm.model.HiC_scaffold_74.34	BLASTX1	798	XP_031649225.1	leucine-rich repeat-containing G-protein coupled receptor 6-like [Oncorhynchus kisutch]	444	1e-45	95/274 (34%)	33	782	332	605
evm.model.HiC_scaffold_74.340	BLASTX1	176	ADI59751.1	early cuticle protein 3 [Callinectes sapidus]	174	8e-14	34/56 (60%)	3	170	23	78
evm.model.HiC_scaffold_74.341	BLASTX1	215	XP_045135853.1	cuticle protein AM1159-like [Portunus trituberculatus]	180	2e-14	36/55 (65%)	3	167	24	78
evm.model.HiC_scaffold_74.342	BLASTX1	215	ADI59751.1	early cuticle protein 3 [Callinectes sapidus]	173	2e-13	35/56 (62%)	3	170	23	78
evm.model.HiC_scaffold_74.343	BLASTX1	167	XP_045136045.1	cuticle protein AMP1A-like [Portunus trituberculatus]	184	2e-15	36/51 (70%)	3	155	40	90
evm.model.HiC_scaffold_74.344	BLASTX1	227	ADI59749.1	early cuticle protein 1 [Callinectes sapidus]	193	2e-16	37/55 (67%)	3	167	24	78
evm.model.HiC_scaffold_74.345	BLASTX1	166	XP_045135962.1	cuticle protein AMP1A-like [Portunus trituberculatus]XP_045135963.1 cuticle protein AMP1A-like [Portunus trituberculatus]	139	1e-08	28/38 (73%)	5	118	24	61
evm.model.HiC_scaffold_74.346	BLASTX1	236	XP_045135853.1	cuticle protein AM1159-like [Portunus trituberculatus]	168	1e-12	36/56 (64%)	3	170	24	78
evm.model.HiC_scaffold_74.347	BLASTX1	221	XP_045135965.1	cuticle protein AM1159-like [Portunus trituberculatus]	169	7e-13	30/45 (66%)	3	137	28	72
evm.model.HiC_scaffold_74.348	BLASTX1	182	XP_045135962.1	cuticle protein AMP1A-like [Portunus trituberculatus]XP_045135963.1 cuticle protein AMP1A-like [Portunus trituberculatus]	196	3e-17	39/55 (70%)	9	173	22	76
evm.model.HiC_scaffold_74.349	BLASTX1	203	XP_045135880.1	cuticle protein CP14.6-like [Portunus trituberculatus]	179	2e-14	34/51 (66%)	3	155	26	76
evm.model.HiC_scaffold_74.35	No Hit Found										
evm.model.HiC_scaffold_74.350	BLASTX1	197	XP_045135899.1	cuticle protein AMP1A-like [Portunus trituberculatus]	195	9e-17	38/56 (67%)	3	170	35	90
evm.model.HiC_scaffold_74.351	BLASTX1	576	XP_045129685.1	uncharacterized protein LOC123515209 [Portunus trituberculatus]	332	5e-33	65/124 (52%)	127	498	65	184
evm.model.HiC_scaffold_74.352	BLASTX1	165	XP_042222824.1	uncharacterized protein LOC121867137 [Homarus americanus]	132	3e-07	40/55 (72%)	1	165	1	55
evm.model.HiC_scaffold_74.353	No Hit Found										
evm.model.HiC_scaffold_74.354	BLASTX1	1124	XP_011671815.1	uncharacterized protein LOC105441895 [Strongylocentrotus purpuratus]XP_011674893.1 uncharacterized protein LOC105443445 [Strongylocentrotus purpuratus]XP_030840010.1 uncharacterized protein LOC105447085 [Strongylocentrotus purpuratus]XP_030850537.1 uncharacterized protein LOC115928055 [Strongylocentrotus purpuratus]XP_030854101.1 uncharacterized protein LOC115929368 [Strongylocentrotus purpuratus]	394	1e-37	74/159 (46%)	646	1122	303	450
evm.model.HiC_scaffold_74.355	BLASTX1	184	XP_042862094.1	procollagen C-endopeptidase enhancer 1-like [Penaeus japonicus]	220	2e-19	39/55 (70%)	19	183	108	162
evm.model.HiC_scaffold_74.356	BLASTX1	658	AQL41194.1	cytochrome P450 CYP2B [Eriocheir sinensis]	636	1e-76	109/217 (50%)	8	658	65	281
evm.model.HiC_scaffold_74.357	No Hit Found										
evm.model.HiC_scaffold_74.358	BLASTX1	940	XP_042874628.1	sialin-like isoform X1 [Penaeus japonicus]	570	3e-65	136/304 (44%)	71	898	13	292
evm.model.HiC_scaffold_74.359	No Hit Found										
evm.model.HiC_scaffold_74.36	No Hit Found										
evm.model.HiC_scaffold_74.360	BLASTX1	1477	XP_014064543.1	PREDICTED: uncharacterized protein LOC106609981 isoform X2 [Salmo salar]	493	4e-50	140/404 (34%)	419	1477	160	560
evm.model.HiC_scaffold_74.361	BLASTX1	543	CAG2201984.1	CLIP1 [Mytilus edulis]	314	2e-29	77/165 (46%)	20	514	589	753
evm.model.HiC_scaffold_74.362	BLASTX1	522	XP_045117029.1	neurotrimin-like [Portunus trituberculatus]XP_045117030.1 neurotrimin-like [Portunus trituberculatus]XP_045117031.1 neurotrimin-like [Portunus trituberculatus]	707	1e-90	135/177 (76%)	1	522	29	205
evm.model.HiC_scaffold_74.363	BLASTX1	437	XP_045116870.1	organic cation transporter protein-like [Portunus trituberculatus]XP_045116871.1 organic cation transporter protein-like [Portunus trituberculatus]XP_045116872.1 organic cation transporter protein-like [Portunus trituberculatus]	265	2e-23	48/82 (58%)	190	435	56	134
evm.model.HiC_scaffold_74.364	BLASTX1	435	KAG0720106.1	Organic cation transporter protein [Chionoecetes opilio]	453	4e-52	93/128 (72%)	52	435	158	285
evm.model.HiC_scaffold_74.365	BLASTX1	330	AGC10823.1	Rab-3 [Eriocheir sinensis]	398	4e-46	75/75 (100%)	1	225	1	75
evm.model.HiC_scaffold_74.366	BLASTX1	2236	XP_042209228.1	unconventional myosin-IXb-like isoform X2 [Homarus americanus]	3082	0.0	623/744 (83%)	154	2235	297	1040
evm.model.HiC_scaffold_74.367	No Hit Found										
evm.model.HiC_scaffold_74.368	BLASTX1	655	XP_042236135.1	centrosomal and chromosomal factor-like [Homarus americanus]	915	3e-118	185/206 (89%)	53	655	285	490
evm.model.HiC_scaffold_74.369	No Hit Found										
evm.model.HiC_scaffold_74.37	No Hit Found										
evm.model.HiC_scaffold_74.370	BLASTX1	404	XP_043943517.1	leucine-rich repeat extensin-like protein 1 [Protopterus annectens]	173	2e-11	35/109 (32%)	19	345	188	289
evm.model.HiC_scaffold_74.371	BLASTX1	1078	EDO37204.1	predicted protein, partial [Nematostella vectensis]	198	2e-14	48/135 (35%)	372	776	4	136
evm.model.HiC_scaffold_74.372	BLASTX1	942	XP_042885336.1	uncharacterized protein LOC122261638 [Penaeus japonicus]	254	6e-20	72/181 (39%)	1	531	516	679
evm.model.HiC_scaffold_74.373	BLASTX1	583	XP_045135416.1	carbohydrate sulfotransferase 11-like [Portunus trituberculatus]XP_045135417.1 carbohydrate sulfotransferase 11-like [Portunus trituberculatus]	529	1e-63	94/183 (51%)	20	565	31	213
evm.model.HiC_scaffold_74.374	No Hit Found										
evm.model.HiC_scaffold_74.375	No Hit Found										
evm.model.HiC_scaffold_74.376	BLASTX1	1527	XP_045135818.1	LOW QUALITY PROTEIN: uncharacterized protein LOC123518844 [Portunus trituberculatus]	349	2e-30	71/126 (56%)	838	1215	1763	1887
evm.model.HiC_scaffold_74.377	BLASTX2	160	KAG0727925.1	hypothetical protein GWK47_033608 [Chionoecetes opilio]	129	1e-06	25/52 (48%)	4	156	32	83
evm.model.HiC_scaffold_74.378	BLASTX1	470	XP_042860150.1	3'(2'),5'-bisphosphate nucleotidase 1-like [Penaeus japonicus]XP_042860151.1 3'(2'),5'-bisphosphate nucleotidase 1-like [Penaeus japonicus]	514	1e-61	132/152 (86%)	3	458	128	279
evm.model.HiC_scaffold_74.379	BLASTX1	520	XP_027231374.1	uncharacterized protein LOC113823002 [Penaeus vannamei]	727	2e-92	140/208 (67%)	2	520	1	208
evm.model.HiC_scaffold_74.38	No Hit Found										
evm.model.HiC_scaffold_74.380	BLASTX1	664	KAG0698748.1	N-acetylgalactosamine-6-sulfatase [Chionoecetes opilio]	602	2e-71	130/243 (53%)	8	604	26	268
evm.model.HiC_scaffold_74.381	No Hit Found										
evm.model.HiC_scaffold_74.382	BLASTX1	345	XP_027218347.1	N-acetylgalactosamine-6-sulfatase-like [Penaeus vannamei]	194	2e-14	33/39 (84%)	1	117	545	583
evm.model.HiC_scaffold_74.383	BLASTX1	673	KAG1663901.1	SEC14-like protein 3 [Nymphon striatum]	767	7e-92	138/217 (63%)	19	669	525	740
evm.model.HiC_scaffold_74.384	BLASTX1	673	XP_042864014.1	cytochrome P450 9e2-like [Penaeus japonicus]	637	2e-76	134/231 (58%)	2	673	222	452
evm.model.HiC_scaffold_74.385	BLASTX1	1069	XP_045113781.1	cytochrome P450 9e2-like [Portunus trituberculatus]	1043	8e-136	206/362 (56%)	2	1069	86	440
evm.model.HiC_scaffold_74.386	BLASTX1	991	XP_037786002.1	cytochrome P450 9e2-like [Penaeus monodon]	794	2e-98	153/310 (49%)	5	904	61	369
evm.model.HiC_scaffold_74.387	BLASTX1	2190	KAG7169023.1	fat-like cadherin-related tumor suppressor-like, partial [Homarus americanus]	2741	0.0	551/714 (77%)	4	2133	926	1595
evm.model.HiC_scaffold_74.388	BLASTX1	1012	XP_045102344.1	hippocampus abundant transcript 1 protein-like [Portunus trituberculatus]	1470	0.0	307/390 (78%)	2	1012	415	799
evm.model.HiC_scaffold_74.39	BLASTN1	756	XM_042363938.1	PREDICTED: Homarus americanus nascent polypeptide-associated complex subunit alpha, muscle-specific form-like (LOC121864772),transcript variant X3, mRNA	109	9e-16	165/236 (69%)	420	655	968	1191
evm.model.HiC_scaffold_74.4	BLASTX1	681	MPC28396.1	Tigger transposable element-derived protein 4 [Portunus trituberculatus]	220	3e-16	78/152 (51%)	1	456	1	125
